,title,link,class_name,type,credits,seat_capacity,filled_seats
165,CS 2316 Recitation - 93613 - CS 2316R - A04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93613,CS 2316,Recitation,0.000,50,39
166,CS 2316 Recitation - 93616 - CS 2316R - GR1,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93616,CS 2316,Recitation,0.000,5,2
167,Objects and Design - 86747 - CS 2340 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86747,CS 2340,Lecture,3.000,225,227
168,Objects and Design - 81175 - CS 2340 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81175,CS 2340,Lecture,3.000,250,250
169,Objects and Design - 87908 - CS 2340 - GR,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87908,CS 2340,Lecture,3.000,5,0
170,Research Assistantship - 93043 - CS 2698 - A16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93043,CS 2698,Study,2.000,10,0
171,Research Assistantship - 85367 - CS 2698 - B09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85367,CS 2698,Study,2.000,10,0
172,Research Assistantship - 86369 - CS 2698 - B17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86369,CS 2698,Study,2.000,10,0
173,Research Assistantship - 86682 - CS 2698 - C04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86682,CS 2698,Study,2.000,10,0
174,Research Assistantship - 90270 - CS 2698 - C11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90270,CS 2698,Study,2.000,10,0
175,Research Assistantship - 87330 - CS 2698 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87330,CS 2698,Study,2.000,10,0
176,Research Assistantship - 84836 - CS 2698 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84836,CS 2698,Study,2.000,5,0
177,Research Assistantship - 86639 - CS 2698 - E09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86639,CS 2698,Study,2.000,10,0
178,Research Assistantship - 92744 - CS 2698 - H13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92744,CS 2698,Study,2.000,10,0
179,Research Assistantship - 84898 - CS 2698 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84898,CS 2698,Study,2.000,5,0
180,Research Assistantship - 83739 - CS 2698 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83739,CS 2698,Study,2.000,15,0
181,Research Assistantship - 88847 - CS 2698 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88847,CS 2698,Study,2.000,10,1
182,Research Assistantship - 87639 - CS 2698 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87639,CS 2698,Study,2.000,10,0
183,Research Assistantship - 92455 - CS 2698 - R20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92455,CS 2698,Study,2.000,10,0
184,Research Assistantship - 85210 - CS 2698 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85210,CS 2698,Study,2.000,15,0
185,Research Assistantship - 83216 - CS 2698 - S16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83216,CS 2698,Study,2.000,15,0
186,Research Assistantship - 89199 - CS 2698 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89199,CS 2698,Study,2.000,10,0
187,Research Assistantship - 90449 - CS 2698 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90449,CS 2698,Study,2.000,10,0
188,Research Assistantship - 84036 - CS 2698 - T05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84036,CS 2698,Study,2.000,15,0
189,Research Assistantship - 87349 - CS 2698 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87349,CS 2698,Study,2.000,10,0
190,Research Assistantship - 85970 - CS 2698 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85970,CS 2698,Study,2.000,10,0
191,Research Assistantship - 94818 - CS 2698 - X03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94818,CS 2698,Study,2.000,10,0
192,Research Assistantship - 92882 - CS 2698 - Z10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92882,CS 2698,Study,2.000,10,0
193,Undergraduate Research - 87129 - CS 2699 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87129,CS 2699,Study,2.000,10,0
194,Undergraduate Research - 82821 - CS 2699 - A06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82821,CS 2699,Study,2.000,15,0
195,Undergraduate Research - 86503 - CS 2699 - A08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86503,CS 2699,Study,2.000,10,2
196,Undergraduate Research - 90448 - CS 2699 - A12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90448,CS 2699,Study,2.000,10,0
197,Undergraduate Research - 90272 - CS 2699 - A13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90272,CS 2699,Study,2.000,10,0
198,Undergraduate Research - 86016 - CS 2699 - B02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86016,CS 2699,Study,2.000,10,0
199,Undergraduate Research - 93316 - CS 2699 - B09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93316,CS 2699,Study,2.000,10,0
200,Undergraduate Research - 86013 - CS 2699 - B10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86013,CS 2699,Study,2.000,10,0
201,Undergraduate Research - 89131 - CS 2699 - B11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89131,CS 2699,Study,2.000,10,0
202,Undergraduate Research - 95321 - CS 2699 - B14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95321,CS 2699,Study,2.000,10,1
203,Undergraduate Research - 85972 - CS 2699 - C04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85972,CS 2699,Study,2.000,10,0
204,Undergraduate Research - 85141 - CS 2699 - C11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85141,CS 2699,Study,2.000,10,4
205,Undergraduate Research - 87333 - CS 2699 - C12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87333,CS 2699,Study,2.000,10,1
206,Undergraduate Research - 93344 - CS 2699 - C15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93344,CS 2699,Study,2.000,10,0
207,Undergraduate Research - 82190 - CS 2699 - D04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82190,CS 2699,Study,2.000,15,1
208,Undergraduate Research - 90451 - CS 2699 - D10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90451,CS 2699,Study,2.000,10,0
209,Undergraduate Research - 86018 - CS 2699 - D11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86018,CS 2699,Study,2.000,10,0
210,Undergraduate Research - 87341 - CS 2699 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87341,CS 2699,Study,2.000,10,2
211,Undergraduate Research - 89007 - CS 2699 - D14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89007,CS 2699,Study,2.000,10,0
212,Undergraduate Research - 93304 - CS 2699 - DZB,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93304,CS 2699,Study,2.000,10,0
213,Undergraduate Research - 83995 - CS 2699 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83995,CS 2699,Study,2.000,15,0
214,Undergraduate Research - 87299 - CS 2699 - F06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87299,CS 2699,Study,2.000,10,0
215,Undergraduate Research - 85195 - CS 2699 - G02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85195,CS 2699,Study,2.000,10,1
216,Undergraduate Research - 88077 - CS 2699 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88077,CS 2699,Study,2.000,15,0
217,Undergraduate Research - 95167 - CS 2699 - G06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95167,CS 2699,Study,2.000,10,1
218,Undergraduate Research - 86980 - CS 2699 - G11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86980,CS 2699,Study,2.000,10,0
219,Undergraduate Research - 89984 - CS 2699 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89984,CS 2699,Study,2.000,10,0
220,Undergraduate Research - 86716 - CS 2699 - H06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86716,CS 2699,Study,2.000,10,0
221,Undergraduate Research - 86683 - CS 2699 - H08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86683,CS 2699,Study,2.000,10,0
222,Undergraduate Research - 88648 - CS 2699 - H13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88648,CS 2699,Study,2.000,10,2
223,Undergraduate Research - 86608 - CS 2699 - I01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86608,CS 2699,Study,2.000,15,0
224,Undergraduate Research - 88188 - CS 2699 - I2P,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88188,CS 2699,Study,3.000,20,12
225,Undergraduate Research - 85971 - CS 2699 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85971,CS 2699,Study,2.000,10,0
226,Undergraduate Research - 83245 - CS 2699 - K09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83245,CS 2699,Study,2.000,15,0
227,Undergraduate Research - 85998 - CS 2699 - K10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85998,CS 2699,Study,2.000,10,0
228,Undergraduate Research - 90292 - CS 2699 - K13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90292,CS 2699,Study,2.000,10,0
229,Undergraduate Research - 95149 - CS 2699 - K18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95149,CS 2699,Study,2.000,10,1
230,Undergraduate Research - 89656 - CS 2699 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89656,CS 2699,Study,2.000,10,0
231,Undergraduate Research - 90168 - CS 2699 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90168,CS 2699,Study,2.000,10,0
232,Undergraduate Research - 86005 - CS 2699 - L13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86005,CS 2699,Study,2.000,10,0
233,Undergraduate Research - 84475 - CS 2699 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84475,CS 2699,Study,2.000,15,0
234,Undergraduate Research - 82863 - CS 2699 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82863,CS 2699,Study,2.000,15,0
235,Undergraduate Research - 87331 - CS 2699 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87331,CS 2699,Study,2.000,10,0
236,Undergraduate Research - 86558 - CS 2699 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86558,CS 2699,Study,2.000,15,0
237,Undergraduate Research - 86014 - CS 2699 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86014,CS 2699,Study,2.000,10,0
238,Undergraduate Research - 92930 - CS 2699 - P16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92930,CS 2699,Study,2.000,10,0
239,Undergraduate Research - 92516 - CS 2699 - P17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92516,CS 2699,Study,2.000,10,1
240,Undergraduate Research - 87351 - CS 2699 - R02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87351,CS 2699,Study,2.000,10,0
241,Undergraduate Research - 85424 - CS 2699 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85424,CS 2699,Study,2.000,15,1
242,Undergraduate Research - 83034 - CS 2699 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83034,CS 2699,Study,2.000,15,0
243,Undergraduate Research - 92456 - CS 2699 - R20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92456,CS 2699,Study,2.000,10,0
244,Undergraduate Research - 95280 - CS 2699 - R22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95280,CS 2699,Study,2.000,10,0
245,Undergraduate Research - 82867 - CS 2699 - S04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82867,CS 2699,Study,2.000,15,0
246,Undergraduate Research - 82074 - CS 2699 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82074,CS 2699,Study,2.000,15,3
247,Undergraduate Research - 89770 - CS 2699 - S16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89770,CS 2699,Study,2.000,10,0
248,Undergraduate Research - 89224 - CS 2699 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89224,CS 2699,Study,2.000,10,0
249,Undergraduate Research - 86629 - CS 2699 - S22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86629,CS 2699,Study,2.000,10,0
250,Undergraduate Research - 88598 - CS 2699 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88598,CS 2699,Study,2.000,10,0
251,Undergraduate Research - 84037 - CS 2699 - T02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84037,CS 2699,Study,2.000,15,0
252,Undergraduate Research - 93118 - CS 2699 - T11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93118,CS 2699,Study,2.000,10,0
253,Undergraduate Research - 87348 - CS 2699 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87348,CS 2699,Study,2.000,10,0
254,Undergraduate Research - 86678 - CS 2699 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86678,CS 2699,Study,2.000,10,0
255,Undergraduate Research - 86685 - CS 2699 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86685,CS 2699,Study,2.000,10,0
256,Undergraduate Research - 87309 - CS 2699 - W09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87309,CS 2699,Study,2.000,10,0
257,Undergraduate Research - 94877 - CS 2699 - X03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94877,CS 2699,Study,2.000,10,3
258,Undergraduate Research - 93150 - CS 2699 - Y04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93150,CS 2699,Study,2.000,10,1
259,Undergraduate Research - 92880 - CS 2699 - Z10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92880,CS 2699,Study,2.000,10,0
260,Startup Lab - 91036 - CS 2701 - L01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91036,CS 2701,Lecture,3.000,10,10
261,Startup Lab - 91037 - CS 2701 - L02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91037,CS 2701,Lecture,3.000,10,8
262,Startup Lab - 91038 - CS 2701 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91038,CS 2701,Lecture,3.000,10,8
263,Startup Lab - 91039 - CS 2701 - L04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91039,CS 2701,Lecture,3.000,10,8
264,Special Topics - 93311 - CS 2801 - LLC,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93311,CS 2801,Lecture,1.000,20,20
265,Special Topics - 88246 - CS 2801 - UTA,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88246,CS 2801,Lecture,1.000,200,95
266,Special Topics - 92942 - CS 2802 - EP,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92942,CS 2802,Lecture,2.000,75,50
267,Design-Operating Systems - 89260 - CS 3210 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89260,CS 3210,Lecture,3.000,100,51
268,Design-Operating Systems - 89261 - CS 3210 - GR,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89261,CS 3210,Lecture,3.000,7,2
269,Processor Design - 85524 - CS 3220 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85524,CS 3220,Lecture,3.000,60,58
270,Computer Networking I - 80220 - CS 3251 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80220,CS 3251,Lecture,3.000,121,115
271,Computer Networking I - 90889 - CS 3251 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90889,CS 3251,Lecture,3.000,50,43
272,Intro to Software Engr - 92352 - CS 3300 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92352,CS 3300,Lecture,3.000,50,49
273,Intro to Software Engr - 94939 - CS 3300 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94939,CS 3300,Lecture,3.000,60,17
274,Project Design - 86034 - CS 3311 - JDA,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86034,CS 3311,Lecture,1.000,50,49
275,Project Design - 86035 - CS 3311 - JDB,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86035,CS 3311,Lecture,1.000,50,50
276,Project Design - 86430 - CS 3311 - JDD,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86430,CS 3311,Lecture,1.000,51,50
277,Project Design - 87043 - CS 3311 - JDE,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87043,CS 3311,Lecture,1.000,50,50
278,Project Design - 87044 - CS 3311 - JDF,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87044,CS 3311,Lecture,1.000,50,50
279,Project Design - 86036 - CS 3311 - SLS,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86036,CS 3311,Lecture,1.000,50,50
280,Project Implementation - 90731 - CS 3312 - JIA,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90731,CS 3312,Lecture,2.000,50,47
281,Project Implementation - 86037 - CS 3312 - JIB,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86037,CS 3312,Lecture,2.000,50,40
282,Project Implementation - 86038 - CS 3312 - JIC,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86038,CS 3312,Lecture,2.000,50,50
283,Project Implementation - 86736 - CS 3312 - JID,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86736,CS 3312,Lecture,2.000,50,47
284,Computer Graphics - 82287 - CS 3451 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82287,CS 3451,Lecture,3.000,160,148
285,Dsgn&Analysis-Algorithms - 81565 - CS 3510 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81565,CS 3510,Lecture,3.000,300,298
286,Algorithms Honors - 93820 - CS 3511 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93820,CS 3511,Lecture,3.000,60,60
287,Intro-Artificial Intell - 81835 - CS 3600 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81835,CS 3600,Lecture,3.000,300,300
288,Intro-Perception&Robotic - 87568 - CS 3630 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87568,CS 3630,Lecture,3.000,150,150
289,Prototyping Intelligent Device - 90732 - CS 3651 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90732,CS 3651,Lecture,4.000,30,30
290,Prototyping Intelligent Device - 93501 - CS 3651 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93501,CS 3651,Laboratory,0.000,30,30
291,Emerging Technologies - 85162 - CS 3743 - TM,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85162,CS 3743,Lecture,3.000,10,6
292,Intro-Cognitive Science - 88660 - CS 3790 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88660,CS 3790,Lecture,3.000,188,186
293,Special Topics - 91938 - CS 3873 - H01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91938,CS 3873,Studio,0.000,25,25
294,Special Topics - 91940 - CS 3873 - H02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91940,CS 3873,Studio,0.000,24,18
295,Special Topics - 91942 - CS 3873 - H03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91942,CS 3873,Studio,0.000,25,25
296,Special Topics - 91943 - CS 3873 - H04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91943,CS 3873,Studio,0.000,25,25
297,Special Topics - 91944 - CS 3873 - H05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91944,CS 3873,Studio,0.000,35,33
298,Special Topics - 91946 - CS 3873 - H07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91946,CS 3873,Studio,0.000,25,25
299,Special Topics - 91948 - CS 3873 - H08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91948,CS 3873,Studio,0.000,25,14
300,Special Topics - 91935 - CS 3873 - HCI,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91935,CS 3873,Lecture,3.000,173,165
301,Intro to Computer Law - 91805 - CS 4010 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91805,CS 4010,Lecture,3.000,50,34
302,Adv Operating Systems - 82940 - CS 4210 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82940,CS 4210,Lecture,3.000,23,23
303,Embedded Systems - 90730 - CS 4220 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90730,CS 4220,Lecture,3.000,30,16
304,Intro to Info Security - 81286 - CS 4235 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81286,CS 4235,Lecture,3.000,140,127
305,Computer Networking II - 93714 - CS 4251 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93714,CS 4251,Lecture,3.000,34,34
306,Mobile Apps & Svcs - 83296 - CS 4261 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83296,CS 4261,Lecture,3.000,80,61
307,Advanced Computer Org - 82953 - CS 4290 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82953,CS 4290,Lecture,3.000,19,13
308,Intr to Database Systems - 80222 - CS 4400 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80222,CS 4400,Lecture,3.000,250,249
309,Intr to Database Systems - 80221 - CS 4400 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=80221,CS 4400,Lecture,3.000,250,248
310,Database Sys Implement - 90575 - CS 4420 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90575,CS 4420,Lecture,3.000,30,25
311,Video Game Design - 81176 - CS 4455 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81176,CS 4455,Lecture,3.000,50,42
312,Intro Info Visualization - 84583 - CS 4460 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84583,CS 4460,Lecture,3.000,100,100
313,CS 4460 Recitation - 93617 - CS 4460R - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93617,CS 4460,Recitation,0.000,100,89
314,User Interface Software - 88107 - CS 4470 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88107,CS 4470,Lecture,3.000,64,60
315,Intro to Computer Vision - 89266 - CS 4476 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89266,CS 4476,Lecture,3.000,125,119
316,Intro to Computer Vision - 93628 - CS 4476 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93628,CS 4476,Lecture,3.000,200,196
317,Computer Animation - 92517 - CS 4496 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92517,CS 4496,Lecture,3.000,60,56
318,Automata and Complexity - 84968 - CS 4510 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84968,CS 4510,Lecture,3.000,150,150
