,title,link,class_name,type,credits,seat_capacity,filled_seats
697,Research Capstone Proj - 88845 - CS 4980 - R06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88845,CS 4980,Study,1.000,10,0
698,Research Capstone Proj - 84324 - CS 4980 - R08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84324,CS 4980,Study,1.000,15,0
699,Research Capstone Proj - 84728 - CS 4980 - R12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84728,CS 4980,Study,1.000,10,1
700,Research Capstone Proj - 87252 - CS 4980 - R18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87252,CS 4980,Study,1.000,10,0
701,Research Capstone Proj - 83941 - CS 4980 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=83941,CS 4980,Study,1.000,15,1
702,Research Capstone Proj - 95208 - CS 4980 - S11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95208,CS 4980,Study,1.000,10,1
703,Research Capstone Proj - 87302 - CS 4980 - S20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87302,CS 4980,Study,1.000,10,0
704,Research Capstone Proj - 86971 - CS 4980 - S21,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86971,CS 4980,Study,1.000,10,0
705,Research Capstone Proj - 89725 - CS 4980 - S26,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89725,CS 4980,Study,1.000,10,0
706,Research Capstone Proj - 92815 - CS 4980 - S28,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92815,CS 4980,Study,1.000,10,2
707,Research Capstone Proj - 86606 - CS 4980 - T02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86606,CS 4980,Study,1.000,10,0
708,Research Capstone Proj - 90208 - CS 4980 - T06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90208,CS 4980,Study,1.000,10,0
709,Research Capstone Proj - 93421 - CS 4980 - T11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93421,CS 4980,Study,1.000,10,2
710,Research Capstone Proj - 94817 - CS 4980 - TS,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94817,CS 4980,Study,1.000,10,1
711,Research Capstone Proj - 90245 - CS 4980 - V03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90245,CS 4980,Study,1.000,10,0
712,Research Capstone Proj - 87303 - CS 4980 - V05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87303,CS 4980,Study,1.000,10,0
713,Research Capstone Proj - 92929 - CS 4980 - V06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92929,CS 4980,Study,1.000,15,0
714,Research Capstone Proj - 82377 - CS 4980 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82377,CS 4980,Study,1.000,15,0
715,Research Capstone Proj - 94302 - CS 4980 - W13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94302,CS 4980,Study,1.000,10,1
716,Research Capstone Proj - 95121 - CS 4980 - Y04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95121,CS 4980,Study,1.000,10,1
717,Research Capstone Proj - 82501 - CS 4980 - Z01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82501,CS 4980,Study,1.000,15,1
718,Intro To Info Security - 84113 - CS 6035 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84113,CS 6035,Lecture,3.000,87,87
719,Adv Operating Systems - 81077 - CS 6210 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81077,CS 6210,Lecture,3.000,72,72
720,Big Data Sys & Analytics - 88120 - CS 6220 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88120,CS 6220,Lecture,3.000,100,101
721,Real-Time Systems - 81049 - CS 6235 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=81049,CS 6235,Lecture,3.000,64,40
722,Computer Networks - 84969 - CS 6250 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84969,CS 6250,Lecture,3.000,82,81
723,Network Security - 88119 - CS 6262 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88119,CS 6262,Lecture,3.000,34,34
724,Network Security - 94697 - CS 6262 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94697,CS 6262,Lecture,3.000,50,43
725,Info Sec Lab Binexp - 89752 - CS 6265 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89752,CS 6265,Lecture,3.000,40,33
726,High Perform Comput Arch - 82281 - CS 6290 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82281,CS 6290,Lecture,3.000,25,24
727,High Perform Comput Arch - 86444 - CS 6290 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86444,CS 6290,Lecture,3.000,21,14
728,Adv Software Engineering - 93635 - CS 6301 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93635,CS 6301,Lecture,3.000,40,40
729,Software Analysis & Test - 95006 - CS 6340 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95006,CS 6340,Lecture,3.000,55,43
730,DB Sys Concepts& Design - 92560 - CS 6400 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92560,CS 6400,Lecture,3.000,75,56
731,Database System Implemnt - 90652 - CS 6422 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90652,CS 6422,Lecture,3.000,42,39
732,Human-Centered Computing - 82321 - CS 6451 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=82321,CS 6451,Lecture,3.000,20,13
733,Prototyping Interact Sys - 84575 - CS 6452 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84575,CS 6452,Lecture,3.000,40,22
734,Qualitative Methods HCI - 91018 - CS 6454 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91018,CS 6454,Lecture,3.000,75,72
735,Principles-UI Software - 88108 - CS 6456 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88108,CS 6456,Lecture,3.000,40,38
736,Video Game Design - 85142 - CS 6457 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85142,CS 6457,Lecture,3.000,25,25
737,Educ Tech-Foundations - 84984 - CS 6460 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84984,CS 6460,Lecture,3.000,30,31
738,Computer Vision - 86440 - CS 6476 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86440,CS 6476,Lecture,3.000,148,123
739,Intro to Grad Algorithms - 89258 - CS 6515 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89258,CS 6515,Lecture,3.000,200,200
740,Artificial Intelligence - 84568 - CS 6601 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84568,CS 6601,Lecture,3.000,183,174
741,Info Security Policies - 93011 - CS 6725 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93011,CS 6725,Lecture,3.000,20,19
742,Privacy Tech Policy Law - 86297 - CS 6726 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86297,CS 6726,Lecture,3.000,15,15
743,Cyber Sec Practicum - 88780 - CS 6727 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88780,CS 6727,Lecture,5.000,20,3
744,Cyber Sec Practicum - 91229 - CS 6727 - LAB,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91229,CS 6727,Laboratory,0.000,25,3
745,Data Vis Principles - 93893 - CS 6730 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93893,CS 6730,Lecture,3.000,75,70
746,ADV Malware Analysis - 91646 - CS 6747 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=91646,CS 6747,Lecture,3.000,24,18
747,HCI Prof Prep & Practice - 92722 - CS 6753 - B,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92722,CS 6753,Studio,1.000,50,48
748,HCI Foundations - 87656 - CS 6755 - A,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87656,CS 6755,Lecture,3.000,40,40
749,HCI Master's Project - 84756 - CS 6998 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84756,CS 6998,Laboratory,9.000,10,0
750,HCI Master's Project - 84757 - CS 6998 - A08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84757,CS 6998,Laboratory,9.000,15,2
751,HCI Master's Project - 84758 - CS 6998 - B02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84758,CS 6998,Laboratory,9.000,5,1
752,HCI Master's Project - 84759 - CS 6998 - B09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84759,CS 6998,Laboratory,9.000,5,1
753,HCI Master's Project - 85741 - CS 6998 - B15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85741,CS 6998,Laboratory,9.000,10,0
754,HCI Master's Project - 85229 - CS 6998 - B16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85229,CS 6998,Laboratory,9.000,10,0
755,HCI Master's Project - 87664 - CS 6998 - B19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87664,CS 6998,Laboratory,9.000,17,0
756,HCI Master's Project - 85451 - CS 6998 - C04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85451,CS 6998,Laboratory,9.000,10,0
757,HCI Master's Project - 86370 - CS 6998 - D10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86370,CS 6998,Laboratory,9.000,10,1
758,HCI Master's Project - 86379 - CS 6998 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86379,CS 6998,Laboratory,9.000,10,0
759,HCI Master's Project - 89800 - CS 6998 - D13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89800,CS 6998,Laboratory,9.000,10,3
760,HCI Master's Project - 84760 - CS 6998 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84760,CS 6998,Laboratory,9.000,5,0
761,HCI Master's Project - 84761 - CS 6998 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84761,CS 6998,Laboratory,9.000,5,0
762,HCI Master's Project - 86371 - CS 6998 - E10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86371,CS 6998,Laboratory,9.000,10,0
763,HCI Master's Project - 84762 - CS 6998 - F04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84762,CS 6998,Laboratory,9.000,5,0
764,HCI Master's Project - 90354 - CS 6998 - F12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90354,CS 6998,Laboratory,9.000,10,0
765,HCI Master's Project - 84763 - CS 6998 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84763,CS 6998,Laboratory,9.000,5,0
766,HCI Master's Project - 84764 - CS 6998 - G06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84764,CS 6998,Laboratory,9.000,5,0
767,HCI Master's Project - 87668 - CS 6998 - G10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87668,CS 6998,Laboratory,9.000,10,1
768,HCI Master's Project - 84765 - CS 6998 - G11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84765,CS 6998,Laboratory,9.000,5,0
769,HCI Master's Project - 90280 - CS 6998 - G14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90280,CS 6998,Laboratory,9.000,10,0
770,HCI Master's Project - 86461 - CS 6998 - H10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86461,CS 6998,Laboratory,9.000,10,8
771,HCI Master's Project - 93357 - CS 6998 - H13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93357,CS 6998,Laboratory,9.000,10,0
772,HCI Master's Project - 88799 - CS 6998 - J05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88799,CS 6998,Laboratory,9.000,10,0
773,HCI Master's Project - 86954 - CS 6998 - K13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86954,CS 6998,Laboratory,9.000,10,0
774,HCI Master's Project - 95183 - CS 6998 - K19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95183,CS 6998,Laboratory,9.000,10,1
775,HCI Master's Project - 93355 - CS 6998 - L17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93355,CS 6998,Laboratory,9.000,10,2
776,HCI Master's Project - 84766 - CS 6998 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84766,CS 6998,Laboratory,9.000,5,4
777,HCI Master's Project - 84767 - CS 6998 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84767,CS 6998,Laboratory,9.000,5,3
778,HCI Master's Project - 84768 - CS 6998 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84768,CS 6998,Laboratory,9.000,5,1
779,HCI Master's Project - 88781 - CS 6998 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88781,CS 6998,Laboratory,9.000,10,1
780,HCI Master's Project - 84769 - CS 6998 - P01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84769,CS 6998,Laboratory,9.000,5,0
781,HCI Master's Project - 88800 - CS 6998 - P17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88800,CS 6998,Laboratory,9.000,10,0
782,HCI Master's Project - 92933 - CS 6998 - R22,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92933,CS 6998,Laboratory,9.000,10,3
783,HCI Master's Project - 84770 - CS 6998 - S04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84770,CS 6998,Laboratory,9.000,5,0
784,HCI Master's Project - 84771 - CS 6998 - S06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84771,CS 6998,Laboratory,9.000,5,1
785,HCI Master's Project - 84772 - CS 6998 - W01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84772,CS 6998,Laboratory,9.000,5,0
786,HCI Master's Project - 84773 - CS 6998 - W06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84773,CS 6998,Laboratory,9.000,5,0
787,HCI Master's Project - 85742 - CS 6998 - W09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85742,CS 6998,Laboratory,9.000,10,0
788,HCI Master's Project - 84905 - CS 6998 - Z01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84905,CS 6998,Laboratory,9.000,15,1
789,Master's Project - 84220 - CS 6999 - A01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84220,CS 6999,Laboratory,9.000,5,0
790,Master's Project - 84232 - CS 6999 - A02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84232,CS 6999,Laboratory,9.000,5,0
791,Master's Project - 84233 - CS 6999 - A04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84233,CS 6999,Laboratory,9.000,5,1
792,Master's Project - 84234 - CS 6999 - A06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84234,CS 6999,Laboratory,9.000,5,0
793,Master's Project - 84235 - CS 6999 - A08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84235,CS 6999,Laboratory,9.000,5,0
794,Master's Project - 85879 - CS 6999 - A12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85879,CS 6999,Laboratory,9.000,10,1
795,Master's Project - 87075 - CS 6999 - A13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87075,CS 6999,Laboratory,9.000,10,0
796,Master's Project - 92350 - CS 6999 - A14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92350,CS 6999,Laboratory,9.000,10,0
797,Master's Project - 93049 - CS 6999 - A15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93049,CS 6999,Laboratory,9.000,10,1
798,Master's Project - 95078 - CS 6999 - A17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=95078,CS 6999,Laboratory,9.000,10,1
799,Master's Project - 84584 - CS 6999 - B02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84584,CS 6999,Laboratory,9.000,10,0
800,Master's Project - 84239 - CS 6999 - B03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84239,CS 6999,Laboratory,9.000,5,0
801,Master's Project - 84222 - CS 6999 - B04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84222,CS 6999,Laboratory,9.000,5,0
802,Master's Project - 84238 - CS 6999 - B05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84238,CS 6999,Laboratory,9.000,5,0
803,Master's Project - 84240 - CS 6999 - B06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84240,CS 6999,Laboratory,9.000,5,0
804,Master's Project - 84236 - CS 6999 - B09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84236,CS 6999,Laboratory,9.000,5,0
805,Master's Project - 84679 - CS 6999 - B11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84679,CS 6999,Laboratory,9.000,10,0
806,Master's Project - 84215 - CS 6999 - B13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84215,CS 6999,Laboratory,9.000,5,0
807,Master's Project - 84241 - CS 6999 - B15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84241,CS 6999,Laboratory,9.000,5,0
808,Master's Project - 85230 - CS 6999 - B16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85230,CS 6999,Laboratory,9.000,10,0
809,Master's Project - 86638 - CS 6999 - B17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86638,CS 6999,Laboratory,9.000,10,0
810,Master's Project - 87825 - CS 6999 - B20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87825,CS 6999,Laboratory,9.000,10,1
811,Master's Project - 84243 - CS 6999 - C04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84243,CS 6999,Laboratory,9.000,5,0
812,Master's Project - 84242 - CS 6999 - C07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84242,CS 6999,Laboratory,9.000,5,0
813,Master's Project - 84224 - CS 6999 - C09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84224,CS 6999,Laboratory,9.000,5,0
814,Master's Project - 85411 - CS 6999 - C11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85411,CS 6999,Laboratory,9.000,10,0
815,Master's Project - 90140 - CS 6999 - C12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90140,CS 6999,Laboratory,9.000,10,0
816,Master's Project - 94875 - CS 6999 - C14,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=94875,CS 6999,Laboratory,9.000,10,1
817,Master's Project - 84244 - CS 6999 - D04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84244,CS 6999,Laboratory,9.000,5,0
818,Master's Project - 84246 - CS 6999 - D07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84246,CS 6999,Laboratory,9.000,5,0
819,Master's Project - 84245 - CS 6999 - D08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84245,CS 6999,Laboratory,9.000,5,0
820,Master's Project - 85739 - CS 6999 - D11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85739,CS 6999,Laboratory,9.000,10,0
821,Master's Project - 86658 - CS 6999 - D12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86658,CS 6999,Laboratory,9.000,10,0
822,Master's Project - 89240 - CS 6999 - D13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89240,CS 6999,Laboratory,9.000,10,0
823,Master's Project - 90416 - CS 6999 - D18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=90416,CS 6999,Laboratory,9.000,10,0
824,Master's Project - 92894 - CS 6999 - D20,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92894,CS 6999,Laboratory,9.000,10,0
825,Master's Project - 84249 - CS 6999 - E03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84249,CS 6999,Laboratory,9.000,5,0
826,Master's Project - 84247 - CS 6999 - E05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84247,CS 6999,Laboratory,9.000,5,0
827,Master's Project - 84248 - CS 6999 - E07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84248,CS 6999,Laboratory,9.000,5,0
828,Master's Project - 85430 - CS 6999 - E08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=85430,CS 6999,Laboratory,9.000,10,0
829,Master's Project - 86601 - CS 6999 - E09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86601,CS 6999,Laboratory,9.000,10,0
830,Master's Project - 86336 - CS 6999 - E10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86336,CS 6999,Laboratory,9.000,10,0
831,Master's Project - 84746 - CS 6999 - F02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84746,CS 6999,Laboratory,9.000,10,0
832,Master's Project - 84250 - CS 6999 - F04,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84250,CS 6999,Laboratory,9.000,5,0
833,Master's Project - 84251 - CS 6999 - G02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84251,CS 6999,Laboratory,9.000,5,0
834,Master's Project - 84218 - CS 6999 - G03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84218,CS 6999,Laboratory,9.000,5,0
835,Master's Project - 84252 - CS 6999 - G05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84252,CS 6999,Laboratory,9.000,5,0
836,Master's Project - 84253 - CS 6999 - G06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84253,CS 6999,Laboratory,9.000,5,0
837,Master's Project - 84254 - CS 6999 - G07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84254,CS 6999,Laboratory,9.000,5,0
838,Master's Project - 84255 - CS 6999 - G08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84255,CS 6999,Laboratory,9.000,5,0
839,Master's Project - 89070 - CS 6999 - G13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89070,CS 6999,Laboratory,9.000,10,4
840,Master's Project - 87838 - CS 6999 - H08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87838,CS 6999,Laboratory,9.000,10,0
841,Master's Project - 87373 - CS 6999 - H11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87373,CS 6999,Laboratory,9.000,10,0
842,Master's Project - 92707 - CS 6999 - H13,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92707,CS 6999,Laboratory,9.000,10,0
843,Master's Project - 93457 - CS 6999 - H16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93457,CS 6999,Laboratory,9.000,10,0
844,Master's Project - 93286 - CS 6999 - H17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93286,CS 6999,Laboratory,9.000,10,0
845,Master's Project - 93053 - CS 6999 - H18,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=93053,CS 6999,Laboratory,9.000,10,0
846,Master's Project - 84256 - CS 6999 - I01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84256,CS 6999,Laboratory,9.000,5,1
847,Master's Project - 84258 - CS 6999 - K06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84258,CS 6999,Laboratory,9.000,5,3
848,Master's Project - 84257 - CS 6999 - K09,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84257,CS 6999,Laboratory,9.000,5,0
849,Master's Project - 88931 - CS 6999 - K12,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=88931,CS 6999,Laboratory,9.000,10,0
850,Master's Project - 92509 - CS 6999 - K15,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=92509,CS 6999,Laboratory,9.000,10,0
851,Master's Project - 89744 - CS 6999 - K16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89744,CS 6999,Laboratory,9.000,10,0
852,Master's Project - 87954 - CS 6999 - K17,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=87954,CS 6999,Laboratory,9.000,10,0
853,Master's Project - 84212 - CS 6999 - L03,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84212,CS 6999,Laboratory,9.000,15,0
854,Master's Project - 84260 - CS 6999 - L05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84260,CS 6999,Laboratory,9.000,5,0
855,Master's Project - 84261 - CS 6999 - L10,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84261,CS 6999,Laboratory,9.000,5,0
856,Master's Project - 84259 - CS 6999 - L11,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84259,CS 6999,Laboratory,9.000,5,0
857,Master's Project - 84262 - CS 6999 - M01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84262,CS 6999,Laboratory,9.000,5,0
858,Master's Project - 84263 - CS 6999 - M02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84263,CS 6999,Laboratory,9.000,5,0
859,Master's Project - 84266 - CS 6999 - M05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84266,CS 6999,Laboratory,9.000,5,0
860,Master's Project - 84213 - CS 6999 - M06,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84213,CS 6999,Laboratory,9.000,15,0
861,Master's Project - 84264 - CS 6999 - M07,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84264,CS 6999,Laboratory,9.000,5,0
862,Master's Project - 84265 - CS 6999 - M08,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84265,CS 6999,Laboratory,9.000,5,0
863,Master's Project - 84338 - CS 6999 - M16,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84338,CS 6999,Laboratory,9.000,15,0
864,Master's Project - 89052 - CS 6999 - M19,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=89052,CS 6999,Laboratory,9.000,10,0
865,Master's Project - 84219 - CS 6999 - N01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84219,CS 6999,Laboratory,9.000,5,0
866,Master's Project - 86565 - CS 6999 - N05,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=86565,CS 6999,Laboratory,9.000,10,0
867,Master's Project - 84267 - CS 6999 - O01,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84267,CS 6999,Laboratory,9.000,5,0
868,Master's Project - 84268 - CS 6999 - O02,/bprod/bwckschd.p_disp_detail_sched?term_in=202108&crn_in=84268,CS 6999,Laboratory,9.000,5,0
